ID;NM_CLI;PROD;CD_U;NM_FULL;GROUP_NM_RUS;MARK;Cosine_comp_NM;Number_comp_NM;N_index_comp_NM;Word_eq_ru_NM;Every_word_mectric_NM;Levenshtein_metric_NM;Cosine_comp_PROD;Word_eq_ru_PROD;Every_word_metric_PROD;Levenshtein_metric_PROD
85836933;ДИВИНА ТАБЛ. N21;ORION CORPORATION;2;ДИВИНА ТБ НАБОР №21;ORION;1;0.6299407883487123;1.0;1.0;1.0;1.0;1.0;0.8198915917499229;1.0;1.0;1.0
85882617;ДИВИНА N21 ТАБЛ;ОРИОН КОРПОРЕЙШН ОРИОН ФАРМА;2;ДИВИНА ТБ НАБОР №21;ORION;1;0.6299407883487123;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
85881371;ДИВИНА ТАБ. №21;ОРИОН КОРПОРЕЙШН ОРИОН ФАРМА;2;ДИВИНА ТБ НАБОР №21;ORION;1;0.7817359599705717;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
85837374;ДИВИНА ТАБ. №21;ОРИОН КОРПОРЕЙШНЛ;2;ДИВИНА ТБ НАБОР №21;ORION;1;0.7817359599705717;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
85836311;ДИВИНА ТБ БЛ N21;ОРИОН;2;ДИВИНА ТБ НАБОР №21;ORION;1;0.669438681395203;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
85846632;ДИВИНА ТБЛ №21;ОРИОН КОРПОРЕЙШН ОРИОН ФАРМА;2;ДИВИНА ТБ НАБОР №21;ORION;1;0.7106690545187015;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
85835451;ДИВИНА N21 ТАБ. ОРИОН;ОРИОН КОРПОРЕЙШН;2;ДИВИНА ТБ НАБОР №21;ORION;1;0.6488856845230502;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
85834268;ДИВИНА ТАБ. №21;ORION;2;ДИВИНА ТБ НАБОР №21;ORION;1;0.7817359599705717;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0;1.0;1.0
85834143;ДИВИНА №21 ТАБ,;ОРИОН КОРПОРЕЙШН ( ORION );2;ДИВИНА ТБ НАБОР №21;ORION;1;0.7817359599705717;1.0;1.0;1.0;1.0;1.0;0.43994134506405996;1.0;1.0;1.0
8503576;ВИАГРА ТАБ П/О 25МГ №1;ПФАЙЗЕР;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.0;0.23145502494313785;0.6681531047810608;0.6923076923076923
131450888;ВИАГРА 0,025 N1 ТАБЛ П/ПЛЕН/ОБОЛОЧ;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.531368931324057;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
131317461;ВИАГРА ТАБЛ П/ПЛ.ОБ 25МГ N1;PFIZER INC./FAREVA AMBOISE;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7206037585776721;1.0;1.0;1.0;1.0;1.0;0.650443635587991;1.0;1.0;1.0
131282464;ВИАГРА ТАБЛ П/ПЛ.ОБ 25МГ N1;PFIZER/ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7206037585776721;1.0;1.0;1.0;1.0;1.0;0.46056618647183833;1.0;1.0;1.0
131321229;ВИАГРА ТАБ. П/О ПЛЁН. 25МГ №1;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК.;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.8246211251235324;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
131282179;ВИАГРА ТАБЛ П/ПЛ.ОБ 25МГ N1;FAREVA AMBOISE;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7206037585776721;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
131278816;ВИАГРА ТАБЛ П/ПЛ.ОБ 25МГ N1;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7206037585776721;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
131457408;ВИАГРА ТАБ П/ПЛ/О 25 МГ УП КОНТ ЯЧ №1;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7276068751089987;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
135033660;ВИАГРА ТАБ.П.П.О.25МГ №1;ПФАЙЗЕР ИНК. [США];12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.1327072305366015;0.6681531047810608;0.6923076923076923
89818091;ВИАГРА ТАБ.П.П.О.25МГ №1;ПФАЙЗЕР;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.23145502494313785;0.6681531047810608;0.6923076923076923
88974537;ВИАГРА ТБЛ П/П/О 25МГ №1;ПФАЙЗЕР ПГМ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.13536936750452858;0.6681531047810608;0.6923076923076923
88397040;ВИАГРА ТАБ П/ПЛ/О 25 МГ УП КОНТ ЯЧ №1;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7276068751089987;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
87873894;ВИАГРА ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 25 МГ (1 X 1)№1 БЛИСТЕР;ПФАЙЗЕР ИНК.;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.4001633653325208;1.0;1.0;1.0;1.0;1.0;0.0;0.19906084580490224;0.6681531047810608;0.6923076923076923
86735164;ВИАГРА ТАБЛ.П.О. 25МГ N1;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
86015566;ВИАГРА 25МГ, №1 ТАБ, П/П/О;ФАРЕВА;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
85265507;ВИАГРА ТАБ. 25МГ №1;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7778444682625972;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
84962914;ВИАГРА ТАБ.П/О 25МГ №1;PFIZER;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.7977240352174656;1.0;1.0;1.0
84996379;ВИАГРА ТАБ. П/О ПЛЁН. 25МГ №1;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК.;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.8246211251235324;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
84997395;ВИАГРА ТАБЛ. П/О ПЛЕН 25 МГ Х1;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7333587976225692;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
85006393;ВИАГРА ТАБ. П/О 25МГ №1;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84967095;ВИАГРА ТАБЛ П/ПЛ.ОБ 25МГ N1;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7206037585776721;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84966992;ВИАГРА ТАБЛ П/ПЛ.ОБ 25МГ N1;PFIZER/ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.7206037585776721;1.0;1.0;1.0;1.0;1.0;0.46056618647183833;1.0;1.0;1.0
84970540;ВИАГРА ТАБ.П/О 25МГ №1;ФАРЕВА АМБУАЗ;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84963135;ВИАГРА 25МГ N1 ТАБ. PFIZER;ПФАЙЗЕР;12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.6068660849090084;1.0;1.0;1.0;1.0;1.0;0.0;0.23145502494313785;0.6681531047810608;0.6923076923076923
42295358;ВИАГРА ТАБЛ. П/О 25 МГ N1. ПФАЙЗЕР;();12;ВИАГРА ТБ П/О 25 МГ №1;PFIZER INC;1;0.6969709469904514;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
59113540;ВИАГРА ТБ П/ПЛЕН ОБ 100МГ БЛ ПАЧ КАРТ N1X1 ФАРЕВА АМБУАЗ ФРА;;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.6080689921050603;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
131450914;ВИАГРА ТАБЛ. П/О ПЛЕН 100 МГ Х1;ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7333587976225692;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
131311563;ВИАГРА ТАБ. П/О ПЛЁН. 100МГ №1;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК.;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8246211251235324;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
131278054;ВИАГРА ТАБЛ.П.О. 100МГ N1;ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
131284514;ВИАГРА ТАБЛ.П.О. 100МГ N1;PFIZER/ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.46056618647183833;1.0;1.0;1.0
135033657;ВИАГРА ТАБ.П.П.О.100МГ №1;ПФАЙЗЕР ИНК. [США];13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.1327072305366015;0.6681531047810608;0.6923076923076923
89817933;ВИАГРА ТАБ.П.П.О.100МГ №1;ПФАЙЗЕР;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.23145502494313785;0.6681531047810608;0.6923076923076923
88974233;ВИАГРА ТБЛ П/П/О 100МГ №1;ПФАЙЗЕР ПГМ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.13536936750452858;0.6681531047810608;0.6923076923076923
86015191;ВИАГРА 100МГ, №1 ТАБ, П/П/О;ФАРЕВА;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
86015653;ВИАГРА 100МГ, №1 ТАБ, П/П/О;ФОРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
86096389;ВИАГРА 100МГ, №1 ТАБ, П/П/О;PFIZER;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.7977240352174656;1.0;1.0;1.0
85264828;ВИАГРА ТАБ. 100МГ №1;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7778444682625972;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
84994403;ВИАГРА ТАБ П.О 100МГ №1;ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
85066729;ВИАГРА 100МГ №1 ТАБ.П/О/ПЛЕН;ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8246211251235324;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84996118;ВИАГРА ТАБЛ. П/О ПЛЕН 100 МГ Х1;ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7333587976225692;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84995863;ВИАГРА ТАБЛ П О ПЛЕНОЧН 100 МГ УП КОНТ ЯЧ/ПАЧ КАРТ X1;ПФАЙЗЕР ФАРМАСЬЮТИКАЛЗ ЭЛЭЛСИ/ПФАЙЗЕР ПГМ/ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.5500190982169267;1.0;1.0;1.0;1.0;1.0;0.0;0.07174196570745643;0.6681531047810608;0.6923076923076923
84967163;ВИАГРА ТАБЛ.П.О. 100МГ N1;ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84967076;ВИАГРА ТАБЛ.П.О. 100МГ N1;PFIZER/ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.46056618647183833;1.0;1.0;1.0
84970376;ВИАГРА ТАБ.П/О 100МГ №1;ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
85031503;ВИАГРА ТАБ. П/ПЛЕН. ОБ. 100МГ №1;ФАРЕВА АМБУАЗ;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7791937224739798;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84963132;ВИАГРА 100МГ N1 ТАБ. PFIZER;ПФАЙЗЕР;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.6068660849090084;1.0;1.0;1.0;1.0;1.0;0.0;0.23145502494313785;0.6681531047810608;0.6923076923076923
13870413;ВИАГРА ТАБ. П/О 100МГ №1 (PFIZER) (ФРАНЦИЯ);;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.6969320524371696;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2288691;ВИАГРА 100МГ №1 (PFIZER);;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.5882352941176471;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2918746;ВИАГРА (ТАБЛ. П/О 100 МГ №1) ПФАЙЗЕР;;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.7206037585776721;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
59141371;ВИАГРА ТАБ. П/О ПЛЁН. 100МГ №1;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК.;13;ВИАГРА ТБ П/О 100 МГ №1;PFIZER INC;1;0.8246211251235324;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
62628008;ВИАГРА ТБ П/ПЛЕН ОБ 100МГ БЛ ПАЧ КАРТ N4X1 ФАРЕВА АМБУАЗ ФРА;;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.6080689921050603;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
131305787;ВИАГРА ТАБ. П/О ПЛЁН. 100МГ №4;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК.;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.8246211251235324;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
131275099;ВИАГРА ТАБЛ.П.О. 100МГ N4;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
131311950;ВИАГРА ТАБЛ. П/О ПЛЕН 100 МГ Х4;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7333587976225692;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
131285693;ВИАГРА ТАБЛ.П.О. 100МГ N4;PFIZER/ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.46056618647183833;1.0;1.0;1.0
131457407;ВИАГРА ТАБ П/ПЛ/О 100 МГ УП КОНТ ЯЧ №4;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7276068751089987;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
135033659;ВИАГРА ТАБ.П.П.О.100МГ №4;ПФАЙЗЕР ИНК. [США];14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.1327072305366015;0.6681531047810608;0.6923076923076923
89818185;ВИАГРА ТАБ.П.П.О.100МГ №4;ПФАЙЗЕР;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.23145502494313785;0.6681531047810608;0.6923076923076923
88974536;ВИАГРА ТБЛ П/П/О 100МГ №4;ПФАЙЗЕР ПГМ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.13536936750452858;0.6681531047810608;0.6923076923076923
86015449;ВИАГРА 100МГ, №4 ТАБ, П/П/О;ФАРЕВА;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
85265049;ВИАГРА ТАБ. 100МГ №4;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7778444682625972;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
85066743;ВИАГРА 100МГ №4 ТАБ.П/О/ПЛЕН;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.8246211251235324;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84966527;ВИАГРА, ТБЛ П/П/О 100МГ №4*;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.8911327886790069;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84962709;ВИАГРА ТАБ.П/О 100МГ №4;PFIZER;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.7977240352174656;1.0;1.0;1.0
84996065;ВИАГРА ТАБЛ. П/О ПЛЕН 100 МГ Х4;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7333587976225692;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84995864;ВИАГРА ТАБЛ П О ПЛЕНОЧН 100 МГ УП КОНТ ЯЧ/ПАЧ КАРТ X4;ПФАЙЗЕР ПГМ/ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.5500190982169267;1.0;1.0;1.0;1.0;1.0;0.0;0.06768468375226429;0.6681531047810608;0.6923076923076923
85019111;ВИАГРА ТАБ П.О 100МГ №4;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
85042351;ВИАГРА ТАБ. П/ПЛЕН. ОБ. 100МГ №4;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7791937224739798;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84967383;ВИАГРА ТАБЛ.П.О. 100МГ N4;PFIZER/ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.46056618647183833;1.0;1.0;1.0
84967213;ВИАГРА ТАБЛ.П.О. 100МГ N4;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.7938841860374445;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84970400;ВИАГРА ТАБ.П/О 100МГ №4;ФАРЕВА АМБУАЗ;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.16666666666666663
84974864;ВИАГРА ТАБ П.О 100МГ №4;ПФАЙЗЕР;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.9146591207600475;1.0;1.0;1.0;1.0;1.0;0.0;0.23145502494313785;0.6681531047810608;0.6923076923076923
84963134;ВИАГРА 100МГ N4 ТАБ. PFIZER;ПФАЙЗЕР;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.6068660849090084;1.0;1.0;1.0;1.0;1.0;0.0;0.23145502494313785;0.6681531047810608;0.6923076923076923
42295357;ВИАГРА ТАБЛ. П/О 100 МГ N4. ПФАЙЗЕР;();14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.6969709469904514;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
59143234;ВИАГРА ТАБ. П/О ПЛЁН. 100МГ №4;ФАРЕВА АМБУАЗ/ПФАЙЗЕР ИНК.;14;ВИАГРА ТБ П/О 100 МГ №4;PFIZER INC;1;0.8246211251235324;1.0;1.0;1.0;1.0;1.0;0.0;0.09953042290245112;0.6681531047810608;0.6923076923076923
